Gender,Age,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
0,1,10.0,0,0,1,1,0,0,1,0,0,0,1,0,0,36.25,0.0,0.0,0.0,374.0,0
0,2,13.0,1,0,1,2,0,1,0,0,0,0,1,0,0,74.3,0.0,0.0,524.81,1465.16,1
0,1,71.0,1,1,0,0,0,0,0,0,0,0,0,2,0,24.75,0.0,0.0,2281.23,4118.13,0
0,0,42.0,1,1,1,0,1,0,0,0,0,1,1,1,0,60.15,0.0,0.0,1236.48,3658.08,0
1,0,12.260724715647155,1,1,1,2,0,0,0,1,1,1,1,0,1,99.3,0.0,0.0,43.29,962.04,0
1,1,61.0,1,1,1,2,0,1,0,1,1,1,1,0,0,105.55,0.0,0.0,2787.7,9069.15,1
1,1,60.0,1,1,1,2,0,0,0,0,0,0,1,0,0,74.35,0.0,0.0,2306.4,6759.7,0
0,1,39.0,0,0,1,1,0,1,0,1,1,1,1,0,1,50.65,3.51,0.0,0.0,1901.89,0
1,1,15.0,1,0,0,0,0,0,0,0,0,0,1,1,1,19.5,0.0,0.0,740.4,980.15,0
1,1,7.0,1,0,1,1,0,0,0,0,0,0,1,0,1,43.9,0.0,0.0,210.28,488.68,0
0,2,15.0,1,0,0,0,0,0,0,0,0,0,1,2,1,19.6,0.0,0.0,592.35,923.95,0
0,1,61.0,1,1,1,2,0,0,1,1,1,1,1,1,0,101.15,0.0,0.0,2203.93,8587.83,0
0,1,19.0,1,0,1,1,0,1,0,0,0,0,1,0,0,49.6,0.0,0.0,140.98,1103.88,0
1,0,59.0,1,1,0,0,0,0,0,0,0,0,0,2,1,25.0,0.0,0.0,1527.51,3038.01,0
1,2,30.0,0,0,1,1,0,0,0,1,1,1,1,0,0,44.5,0.0,0.0,0.0,1307.8,0
1,2,62.0,1,1,1,2,0,0,0,0,1,1,1,0,0,89.8,0.0,0.0,1704.38,7333.93,0
1,1,2.0,1,0,0,0,0,0,0,0,0,0,1,1,2,19.85,0.0,0.0,30.28,66.18,1
0,2,18.0,1,0,1,2,0,1,0,0,0,0,1,0,0,77.8,29.76,0.0,358.74,1687.58,0
0,2,20.0,1,0,1,1,0,0,0,0,1,0,1,1,0,60.0,0.0,0.0,179.6,1438.95,0
1,1,5.0,1,0,1,1,0,0,1,0,0,0,1,0,0,48.65,0.0,0.0,67.7,302.9,0
0,1,42.0,1,1,1,2,0,1,1,0,0,0,1,0,0,84.3,0.0,0.0,450.66,4039.06,1
0,1,10.0,0,0,1,0,1,1,1,1,0,0,1,2,0,52.55,0.0,0.0,0.0,525.5,0
0,1,52.0,1,1,1,2,1,1,0,0,1,1,1,0,0,98.15,0.0,0.0,1616.68,6610.08,0
1,0,45.0,1,0,0,0,0,0,0,0,0,0,1,2,0,19.2,0.0,0.0,775.35,1679.05,0
1,2,69.0,1,1,1,2,1,1,1,1,1,0,1,1,2,110.55,0.0,0.0,572.7,8182.8,0
0,1,36.0,1,1,1,2,0,1,0,1,1,1,1,1,0,104.8,0.0,0.0,1022.76,4909.21,0
0,2,8.0,1,0,1,2,0,1,0,0,0,0,1,2,0,74.05,0.0,0.0,17.44,617.59,0
1,0,5.0,1,0,1,1,0,1,1,0,0,0,1,0,0,56.15,0.0,0.0,134.3,425.75,0
0,1,3.0,1,0,1,1,0,0,0,0,1,1,1,0,0,55.3,0.0,0.0,77.88,274.03,1
0,0,52.0,1,1,1,2,0,1,0,1,1,1,1,0,0,105.05,27.6,0.0,550.68,6147.93,1
1,1,13.0,1,0,0,0,0,0,0,0,0,0,1,0,0,20.4,0.0,0.0,609.96,861.61,0
0,1,38.0,1,0,0,0,0,0,0,0,0,0,1,1,1,19.6,0.0,0.0,1395.36,2158.46,0
0,0,61.0,1,1,1,2,0,1,0,1,1,1,1,1,0,103.95,0.0,0.0,941.84,7364.84,0
1,0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.0,0.0,336.64,664.09,1
0,0,35.0,1,1,1,1,1,1,1,1,0,0,1,0,0,72.25,0.0,0.0,884.45,3453.0,1
0,0,18.0,1,1,1,1,1,0,0,0,0,0,1,0,1,57.65,0.0,0.0,315.18,1307.88,0
1,1,23.0,1,1,1,0,0,0,1,0,0,0,1,2,1,59.7,0.0,0.0,317.17,1731.37,0
0,2,1.0,1,0,1,2,0,0,0,0,0,0,1,0,0,69.7,0.0,0.0,21.52,91.22,1
0,2,46.0,1,1,1,1,0,1,1,0,1,1,1,1,1,69.1,0.0,0.0,737.84,3993.19,0
1,0,26.0,0,0,1,0,0,1,1,0,0,0,1,0,0,35.75,0.0,0.0,0.0,1022.5,0
1,1,11.0,1,0,1,2,0,0,0,0,0,0,1,0,0,74.95,0.0,0.0,277.64,1093.14,1
0,1,35.0,1,1,1,1,1,0,0,0,0,0,1,0,1,59.45,0.0,0.0,1368.85,3505.75,0
0,2,6.0,1,0,1,2,0,1,0,0,0,0,0,0,0,74.4,0.0,20.0,53.46,507.56,1
1,1,31.0,1,0,1,1,1,1,1,0,1,1,1,1,1,75.5,0.0,0.0,848.47,3272.92,0
1,1,1.0,1,0,1,2,0,0,0,0,0,0,0,0,0,69.8,0.0,10.0,22.86,102.66,1
0,2,38.0,1,0,1,1,1,0,0,0,0,0,1,0,1,57.15,0.0,0.0,991.8,3242.45,1
0,1,2.0,1,0,1,2,0,0,0,0,0,0,1,0,0,70.0,0.0,0.0,75.52,228.57,1
0,2,71.0,1,1,1,2,1,0,0,0,0,0,1,2,1,80.7,0.0,0.0,3123.29,8799.29,0
0,2,16.0,1,1,1,2,0,0,0,1,0,0,1,0,0,84.75,0.0,0.0,280.16,1630.31,1
1,1,42.0,1,0,0,1,0,0,0,0,0,0,1,1,1,20.25,0.0,0.0,391.86,1246.76,0
1,1,56.0,1,1,0,1,0,0,0,0,0,0,0,2,0,25.95,0.0,0.0,2677.92,4121.97,0
0,0,18.0,1,1,1,2,0,0,1,1,0,1,1,0,0,88.85,21.58,0.0,333.9,1907.07,0
0,2,13.0,1,0,1,1,0,1,0,0,0,0,1,1,0,54.8,0.0,0.0,136.63,867.93,0
1,0,42.0,1,1,1,0,1,0,1,1,1,1,1,1,1,80.45,0.0,0.0,727.02,4102.92,0
0,0,59.0,1,1,1,2,0,0,0,1,1,1,1,0,0,101.1,0.0,0.0,544.57,6584.47,1
1,1,26.0,0,0,1,1,1,0,0,0,1,1,1,0,0,44.65,0.0,0.0,0.0,1156.55,0
1,1,54.0,1,0,1,2,1,0,1,1,1,1,0,1,0,105.85,0.0,10.0,1130.22,6966.87,0
1,0,40.0,1,1,0,0,0,0,0,0,0,0,1,2,1,24.6,0.0,0.0,1098.8,2072.75,0
1,1,8.0,1,1,1,1,1,0,1,0,1,1,1,2,1,76.15,0.0,0.0,298.24,944.04,0
0,2,25.0,1,0,1,2,0,1,0,0,1,1,1,2,0,88.4,0.0,0.0,486.0,2677.15,0
0,1,2.0,1,0,1,2,0,0,0,1,0,0,0,0,0,80.2,0.0,10.0,99.58,255.63,1
0,1,42.0,1,0,0,0,0,0,0,0,0,0,1,1,0,19.05,0.0,0.0,1455.72,2217.57,0
0,0,51.0,1,1,1,2,1,0,1,1,0,1,1,1,2,95.15,0.0,0.0,939.42,5939.47,0
0,1,58.0,1,1,0,1,0,0,0,0,0,0,1,2,1,25.15,0.0,0.0,1711.0,3220.9,0
1,1,12.0,1,0,1,2,0,0,0,0,1,1,1,0,1,85.05,0.0,0.0,535.2,1535.0,0
0,1,8.490261283644069,1,0,0,0,0,0,0,0,0,0,0,1,1,20.25,0.0,0.0,112.95,285.3,0
0,1,46.0,1,1,0,0,0,0,0,0,0,0,1,1,1,24.95,0.0,0.0,211.6,1377.5,0
1,1,7.0,1,0,0,0,0,0,0,0,0,0,1,0,0,19.25,0.0,0.0,63.98,176.28,1
1,1,8.0,1,0,1,1,0,0,0,0,0,0,1,1,1,43.45,0.0,0.0,54.24,399.74,0
0,1,16.0,1,1,1,2,0,0,0,0,0,0,1,0,1,74.75,39.99,0.0,208.64,1298.0,0
1,0,55.0,1,0,1,1,1,0,0,0,1,1,0,1,1,59.45,0.0,40.0,1989.35,5186.35,0
0,1,10.0,1,1,1,2,0,0,0,0,0,0,1,0,0,80.05,0.0,0.0,497.0,1327.7,1
0,1,16.0,1,1,1,2,0,0,0,0,0,0,1,0,0,72.65,0.0,0.0,751.84,1946.14,1
0,0,5.0,1,1,1,2,0,0,0,1,0,1,1,0,0,85.2,0.0,0.0,172.45,647.25,1
0,1,52.0,1,0,1,1,1,1,1,0,0,0,1,1,1,57.95,0.0,0.0,1759.68,4801.93,0
0,1,1.0,1,0,1,2,0,0,0,0,0,0,1,0,0,69.65,0.0,0.0,49.24,118.89,1
1,2,70.0,1,1,1,2,0,1,0,1,1,0,1,0,0,102.95,15.24,0.0,1221.5,8307.76,1
0,0,62.0,1,1,1,2,0,1,0,1,1,1,1,0,0,101.35,0.0,0.0,933.72,7098.42,0
1,2,49.0,1,1,1,2,0,0,0,0,1,0,1,0,1,90.05,0.0,0.0,1123.08,5670.33,1
1,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,-3.0,0.0,0.0,167.76,246.06,0
0,0,17.0,1,0,1,2,1,0,1,1,0,0,1,0,0,91.85,0.0,0.0,713.15,2287.6,1
1,1,14.0,1,1,1,2,0,1,0,0,0,0,1,0,0,82.65,0.0,0.0,637.98,1822.98,0
0,2,59.0,1,1,1,1,1,0,1,0,1,1,0,1,0,68.7,0.0,150.0,1670.88,5891.83,0
0,1,47.0,1,0,1,0,1,0,1,0,0,0,1,1,1,58.9,0.0,0.0,1238.45,4051.5,0
0,1,71.0,1,1,0,0,0,0,0,0,0,0,1,2,0,24.65,0.0,0.0,3079.27,4789.42,0
1,1,47.0,1,1,1,2,0,1,1,1,1,1,1,0,0,107.35,0.0,0.0,1773.78,6892.73,1
1,1,5.0,1,1,1,2,0,1,0,0,1,1,1,0,0,96.55,0.0,0.0,195.65,695.75,0
0,1,11.0,1,0,1,1,0,0,0,0,0,0,1,0,0,44.05,0.0,0.0,273.13,756.83,1
0,0,41.0,1,1,1,2,0,1,1,1,1,1,1,1,0,109.1,0.0,0.0,836.81,5291.06,0
1,1,52.0,1,0,1,0,1,0,0,1,0,0,0,2,1,63.25,0.0,130.0,2404.48,5876.93,0
1,1,7.857317489258823,1,0,0,0,0,0,0,0,0,0,0,0,1,20.4,0.0,0.0,123.48,305.28,0
0,1,12.601222504889337,1,0,1,1,0,0,0,0,0,0,1,0,0,43.75,5.9,0.0,366.57,766.37,0
0,1,10.0,1,0,1,2,0,0,0,0,1,1,1,0,0,80.25,0.0,0.0,271.0,1117.0,1
1,1,12.0,1,0,0,0,0,0,0,0,0,0,0,2,0,19.35,0.0,0.0,206.76,419.06,0
1,0,22.0,1,0,1,1,0,0,1,0,0,0,1,1,1,55.15,0.0,0.0,737.66,1930.71,1
1,1,52.0,1,0,1,0,0,1,1,1,0,0,1,1,0,68.75,16.86,0.0,286.52,3752.51,0
0,1,43.0,1,0,1,1,0,0,0,1,0,0,1,0,0,56.15,0.0,0.0,1601.75,4101.05,1
0,1,13.0,0,0,1,1,0,1,0,1,1,1,1,0,0,49.15,0.0,0.0,0.0,649.4,0
0,2,3.0,1,1,1,2,0,0,0,0,0,0,0,0,0,75.8,0.0,10.0,15.6,271.9,1
1,2,16.0,1,0,1,2,0,1,1,0,1,1,1,0,0,91.55,0.0,0.0,247.04,1787.09,0
1,2,45.0,1,1,0,1,0,0,0,0,0,0,1,1,1,24.7,0.0,0.0,2020.95,3195.3,0
0,0,4.0,1,0,1,2,0,1,0,0,0,1,1,0,0,-1.0,0.0,0.0,193.92,519.37,1
0,1,3.0,1,0,1,2,1,0,0,0,0,0,1,0,0,79.1,0.0,0.0,97.29,343.79,1
0,0,6.0,1,1,1,2,0,1,0,1,1,1,1,0,0,105.3,0.0,0.0,164.64,709.84,1
0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,19.6,0.0,0.0,5.36,24.96,1
1,1,70.0,1,1,0,0,0,0,0,0,0,0,1,2,0,24.25,0.0,0.0,1997.8,3721.95,0
0,1,3.0,0,0,1,0,1,0,0,0,0,0,1,0,1,-4.0,0.0,0.0,0.0,91.7,1
1,1,56.0,1,1,0,1,0,0,0,0,0,0,1,1,0,24.9,0.0,0.0,144.48,1478.48,1
1,2,24.0,1,1,1,2,0,0,0,1,1,1,1,0,0,101.25,0.0,0.0,695.52,3135.67,1
0,2,25.0,1,0,1,2,0,1,0,1,1,0,1,0,0,98.5,13.43,0.0,494.0,2995.07,1
0,1,53.0,0,0,1,1,1,1,1,1,0,0,1,1,0,53.6,0.0,0.0,0.0,2879.2,0
1,1,1.0,1,0,1,2,0,0,0,0,0,0,1,0,0,69.85,0.0,0.0,12.13,81.98,1
1,2,25.0,1,0,1,2,0,0,0,1,1,1,0,1,0,90.4,0.0,140.0,881.75,3200.35,1
1,1,8.0,1,0,1,1,0,0,0,0,0,0,1,0,0,44.65,0.0,0.0,246.16,615.31,0
0,1,27.0,1,0,0,0,0,0,0,0,0,0,0,2,1,19.9,0.0,0.0,64.8,614.9,0
0,1,60.0,0,0,1,0,1,1,0,0,1,1,1,1,0,50.05,0.0,0.0,0.0,2911.5,0
0,2,20.0,1,0,1,2,0,0,0,0,1,1,1,1,0,81.45,0.0,0.0,463.6,2135.2,0
0,2,56.0,1,1,1,2,0,1,0,1,1,0,1,1,0,104.75,0.0,0.0,1936.48,7447.13,1
0,1,1.0,1,0,1,2,0,0,0,0,1,1,1,0,0,81.1,0.0,0.0,22.86,103.96,1
0,1,42.0,1,0,1,0,0,1,1,0,1,1,1,2,1,66.5,0.0,0.0,1459.92,4222.67,0
0,0,16.0,1,0,0,0,0,0,0,0,0,0,1,1,0,20.1,0.0,0.0,756.0,1074.6,0
0,1,65.0,1,1,1,2,0,1,1,1,1,1,1,2,1,110.8,0.0,0.0,2938.65,10184.55,0
0,2,20.0,1,0,1,2,0,0,0,1,1,1,1,1,0,91.0,0.0,0.0,777.0,2636.5,0
1,1,33.0,1,0,1,2,1,0,1,1,0,0,1,2,0,88.95,0.0,0.0,1572.12,4599.77,0
1,1,22.0,1,0,0,1,0,0,0,0,0,0,1,0,0,20.45,0.0,0.0,457.16,928.71,0
1,1,8.0,0,0,1,0,1,0,0,0,0,0,0,0,0,30.45,0.0,0.0,0.0,226.45,1
1,1,44.0,1,0,0,0,0,0,0,0,0,0,1,2,1,20.4,0.0,0.0,61.6,967.15,0
0,1,72.0,1,1,0,1,0,0,0,0,0,0,0,2,0,26.25,0.0,0.0,185.04,2173.09,0
1,1,7.0,1,1,1,2,0,0,0,1,1,1,1,0,0,93.85,0.0,0.0,108.57,744.17,1
0,1,51.0,1,1,1,1,0,0,1,1,1,1,1,1,1,78.65,0.0,0.0,1297.95,5248.8,0
0,2,69.0,1,1,1,2,1,1,1,1,1,1,1,2,1,110.25,0.0,0.0,1614.6,9082.15,0
1,0,57.0,0,0,1,1,0,0,0,1,0,1,0,0,0,39.3,0.0,80.0,0.0,2191.45,1
1,1,35.0,1,0,1,2,0,1,0,1,0,0,1,1,0,85.15,0.0,0.0,892.85,3923.45,1
0,1,2.0,1,0,1,2,0,0,0,0,0,0,1,0,0,70.4,0.0,0.0,92.46,239.61,1
1,2,15.0,1,0,1,2,0,0,0,0,1,0,1,0,0,79.4,0.0,0.0,258.45,1414.55,1
1,1,22.0,1,0,0,1,0,0,0,0,0,0,1,1,1,19.95,0.0,0.0,822.8,1256.3,0
1,0,53.0,1,0,1,0,1,0,1,0,0,0,1,1,1,62.85,0.0,0.0,2533.93,5953.43,0
0,0,9.578471359717335,1,0,1,2,0,0,0,1,1,1,1,0,1,88.4,0.0,0.0,319.05,1107.65,0
1,1,32.0,1,0,0,0,0,0,0,0,0,0,1,2,1,18.95,0.0,0.0,1132.48,1746.43,0
1,0,34.0,1,1,1,2,0,0,0,0,1,1,1,0,1,88.85,0.0,0.0,474.98,3475.23,0
1,0,54.0,1,0,1,0,0,1,1,0,0,0,1,1,0,61.0,0.0,0.0,224.64,3507.69,0
0,2,6.0,1,1,1,2,0,0,1,0,0,0,1,0,0,80.5,0.0,0.0,216.72,719.57,1
1,0,62.0,1,0,0,0,0,0,0,0,0,0,1,1,0,19.95,0.0,0.0,2973.52,4218.32,0
0,1,13.0,1,0,1,1,0,0,0,0,1,1,1,0,0,55.95,0.0,0.0,247.65,982.0,1
0,1,30.0,1,0,0,1,0,0,0,0,0,0,1,2,1,19.3,0.0,0.0,348.0,950.9,0
1,1,55.0,1,0,0,0,0,0,0,0,0,0,1,1,1,19.5,0.0,0.0,1992.65,3019.0,0
1,1,17.0,1,1,1,1,1,1,0,1,0,0,1,1,0,70.35,0.0,0.0,565.08,1766.73,0
0,1,7.0,1,0,1,1,1,1,1,1,1,1,1,0,0,81.25,47.36,0.0,85.12,617.86,0
0,1,18.0,1,0,1,2,0,1,0,1,1,1,1,0,1,95.95,6.72,0.0,532.8,2271.58,0
0,1,6.0,1,0,1,1,0,0,0,0,0,0,1,0,1,45.5,0.0,0.0,176.46,461.66,0
1,1,53.0,1,1,1,1,0,1,1,0,1,1,1,2,0,73.9,0.0,0.0,346.62,4304.87,0
1,1,16.0,1,1,1,2,0,0,0,0,0,0,1,0,0,73.85,0.0,0.0,287.36,1571.56,1
1,1,45.0,1,1,0,1,0,0,0,0,0,0,1,2,2,24.45,0.0,0.0,2128.95,3217.2,0
0,2,64.0,1,0,1,2,1,1,0,0,1,0,1,1,0,97.0,0.0,0.0,240.64,6671.54,0
0,0,18.0,0,0,1,1,1,0,1,0,0,0,0,1,1,-5.0,0.0,90.0,0.0,801.95,0
1,1,70.0,1,1,1,1,1,1,1,0,1,1,1,2,1,74.8,0.0,0.0,579.6,5895.4,0
1,1,69.0,1,1,0,0,0,0,0,0,0,0,1,2,0,23.95,0.0,0.0,1534.56,3247.66,0
0,1,40.0,1,1,1,2,0,1,0,1,0,0,1,0,1,96.35,0.0,0.0,1176.8,5092.2,0
0,1,21.0,1,0,1,2,0,1,1,1,1,1,1,0,0,102.8,0.0,0.0,350.07,2460.22,1
0,2,19.0,1,1,1,2,1,0,0,0,1,1,0,0,0,95.15,0.0,120.0,624.53,2533.78,1
1,1,18.0,1,0,1,2,1,1,0,1,0,0,1,0,2,87.9,0.0,0.0,434.88,1935.38,0
1,1,2.0,1,1,1,0,0,0,0,0,1,1,1,0,0,62.05,0.0,0.0,74.58,192.88,1
0,1,33.0,0,0,1,1,1,1,1,1,1,1,1,2,0,59.55,0.0,0.0,0.0,2016.3,0
1,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,19.3,0.0,0.0,49.2,68.5,1
0,2,60.0,1,0,1,0,1,1,1,0,1,0,1,1,1,74.85,0.0,0.0,2934.0,7390.35,0
1,1,72.0,1,1,1,2,0,1,1,1,1,1,1,2,1,109.75,0.0,0.0,1652.4,9411.3,0
1,1,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,45.0,0.0,30.0,34.5,160.95,1
0,1,63.0,1,1,1,1,1,1,1,1,0,0,1,2,1,79.85,0.0,0.0,807.66,5669.11,0
1,1,12.0,1,1,1,1,1,0,1,0,0,0,1,0,0,67.25,0.0,0.0,549.6,1381.9,0
0,1,31.0,1,0,1,2,1,1,1,0,0,0,0,0,0,87.6,0.0,70.0,1268.52,4062.77,0
1,1,71.0,1,1,1,0,1,1,1,1,1,1,1,2,1,89.9,0.0,0.0,2224.43,8681.58,0
1,2,50.0,1,1,1,2,1,1,0,1,0,0,1,1,0,101.9,0.0,0.0,724.5,5990.0,0
1,1,54.0,0,0,1,1,1,0,0,0,1,1,1,2,0,46.2,0.0,0.0,0.0,2431.95,0
0,1,1.0,1,0,1,1,0,0,1,0,0,0,1,0,0,52.2,0.0,0.0,34.04,86.24,1
0,2,11.0,1,1,1,1,1,0,0,0,0,0,1,2,0,55.6,15.2,0.0,30.91,596.51,0
1,0,44.0,1,0,1,1,0,1,1,1,0,0,1,1,0,70.95,24.92,0.0,1302.84,4528.37,0
1,1,62.0,1,1,1,2,0,1,1,1,1,1,1,2,0,107.6,0.0,0.0,2146.44,9059.14,0
1,1,57.0,1,1,1,2,0,0,0,1,0,0,1,1,0,86.9,0.0,0.0,2056.56,6995.81,0
1,1,18.0,1,0,0,0,0,0,0,0,0,0,1,1,0,19.8,0.0,0.0,813.24,1155.54,0
1,0,70.0,1,1,1,2,0,1,1,0,1,1,1,2,0,98.7,0.0,0.0,3166.8,10025.7,0
0,0,21.0,1,1,1,2,0,0,0,1,1,1,1,0,1,99.85,0.0,0.0,522.06,2514.61,0
1,2,17.0,1,0,1,1,0,0,0,0,0,0,1,0,0,45.05,0.0,0.0,695.81,1466.41,1
0,2,42.0,1,1,1,2,0,1,0,1,0,0,1,0,0,95.55,0.0,0.0,961.38,4891.98,0
0,1,21.0,1,0,1,2,0,1,1,0,0,0,1,1,0,79.2,0.0,0.0,304.71,2047.16,0
0,0,8.0,1,0,0,0,0,0,0,0,0,0,1,0,2,19.95,0.0,0.0,366.96,537.86,0
1,1,18.0,1,0,1,1,0,1,0,0,1,1,1,0,0,57.45,15.73,0.0,51.48,1026.6,1
0,2,2.0,1,1,1,2,0,1,0,0,1,1,1,0,0,88.55,0.0,0.0,43.14,222.39,1
0,2,51.0,1,0,0,0,0,0,0,0,0,0,0,2,1,19.6,0.0,0.0,2420.46,3388.36,0
1,1,21.0,1,1,1,1,1,0,0,1,1,1,1,1,0,75.9,0.0,0.0,662.55,2212.3,0
1,0,55.0,0,0,1,1,0,1,1,1,1,1,0,0,0,54.55,0.0,50.0,0.0,3028.3,1
0,2,70.0,1,1,1,0,1,1,1,1,1,1,0,2,1,89.75,0.0,110.0,2067.1,8544.3,0
1,1,31.0,1,0,1,1,0,1,1,0,0,0,0,0,0,55.25,0.0,10.0,47.43,1773.08,1
1,0,67.0,0,0,1,0,1,1,1,1,0,0,1,1,0,49.35,0.0,0.0,0.0,3321.35,0
0,1,1.0,1,0,1,2,0,0,0,0,0,0,1,0,0,70.1,0.0,0.0,46.17,116.27,1
1,1,21.0,1,0,0,0,0,0,0,0,0,0,1,2,2,19.6,0.0,0.0,353.01,743.41,0
0,0,22.0,1,0,1,2,0,0,0,0,0,0,1,0,0,69.25,0.0,0.0,706.42,2260.42,1
0,2,11.0,1,1,1,2,0,0,0,0,1,0,1,0,1,84.8,0.0,0.0,45.1,951.95,1
1,1,72.0,1,1,0,0,0,0,0,0,0,0,1,2,1,25.85,5.73,0.0,2594.16,4460.63,0
0,1,34.0,1,1,0,0,0,0,0,0,0,0,1,1,1,25.6,0.0,0.0,873.46,1790.61,0
0,0,29.0,1,0,0,1,0,0,0,0,0,0,0,1,0,20.0,0.0,0.0,803.88,1343.93,0
1,1,56.0,1,1,1,2,0,0,0,1,1,1,0,1,1,100.3,0.0,100.0,1464.4,7178.85,1
1,1,5.0,1,1,1,1,1,0,1,0,0,0,1,0,1,64.4,0.0,0.0,86.85,403.75,0
1,1,18.0,0,0,1,1,1,1,0,0,0,0,1,0,1,33.6,0.0,0.0,0.0,550.35,0
0,0,20.0,1,0,0,0,0,0,0,0,0,0,1,0,0,20.0,9.73,0.0,772.0,1179.92,0
0,2,2.0,1,0,1,0,0,0,0,0,1,0,1,0,0,79.6,0.0,0.0,63.82,258.87,1
1,1,45.0,1,1,1,2,0,1,0,1,1,1,1,2,0,99.7,0.0,0.0,1059.3,5693.65,0
1,2,20.0,1,1,1,2,0,0,1,1,1,0,1,1,0,107.05,0.0,0.0,551.2,2723.25,0
0,0,29.0,1,0,0,0,0,0,0,0,0,0,1,1,1,20.0,0.0,0.0,940.47,1539.77,0
0,1,50.0,1,1,1,1,0,0,1,1,1,1,1,2,2,79.6,0.0,0.0,2422.5,6446.7,0
0,0,11.0,0,0,1,1,0,0,0,1,0,0,1,0,1,35.8,0.0,0.0,0.0,363.15,0
1,0,72.0,1,1,1,0,1,1,1,1,1,1,1,2,1,91.95,0.0,0.0,1951.2,8566.1,0
1,1,6.0,1,0,0,0,0,0,0,0,0,0,1,0,2,19.65,0.0,0.0,93.0,193.9,0
0,1,44.0,1,1,1,2,0,1,0,0,0,0,1,0,0,84.8,0.0,0.0,1767.48,5630.03,1
1,1,72.0,1,1,1,0,1,1,1,1,1,1,1,2,1,-10.0,3.2,0.0,872.64,6963.69,0
1,0,48.0,1,1,1,2,1,0,1,0,1,1,1,0,0,95.4,0.0,0.0,199.2,4644.5,0
1,2,50.0,1,1,1,1,1,0,0,1,0,0,0,0,0,70.35,0.0,100.0,1261.5,4816.1,0
1,1,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,24.75,0.0,0.0,0.0,24.75,1
1,1,36.0,0,0,1,1,1,1,1,1,1,1,1,1,1,60.7,0.0,0.0,0.0,2234.55,0
1,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.25,0.0,0.0,279.86,424.21,0
1,1,26.0,1,1,1,2,0,1,0,1,1,1,1,0,0,98.35,0.0,0.0,1044.42,3559.72,1
0,1,40.0,1,0,0,0,0,0,0,0,0,0,1,2,2,20.15,0.0,0.0,334.4,1139.25,0
1,1,72.0,1,1,1,1,1,1,1,0,0,0,1,2,1,72.1,0.0,0.0,3063.6,8080.25,0
1,1,63.0,1,1,1,0,0,1,1,1,1,1,1,2,1,79.8,0.0,0.0,634.41,5668.46,0
1,1,60.0,1,1,1,2,1,1,0,1,0,0,1,1,0,95.4,0.0,0.0,325.8,6137.8,0
0,0,47.0,1,0,0,0,0,0,0,0,0,0,0,2,0,19.3,0.0,0.0,120.32,1010.82,0
1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.5,0.0,0.0,19.85,40.35,1
1,0,25.0,1,0,1,1,1,0,1,1,1,1,1,0,1,79.0,0.0,0.0,188.75,2090.75,0
0,1,4.0,1,1,1,2,0,0,0,0,0,0,1,0,0,75.65,0.0,0.0,94.0,396.35,0
0,1,1.0,1,1,1,1,0,0,0,0,0,0,1,0,1,50.1,0.0,0.0,46.49,96.59,1
0,2,37.0,1,0,0,0,0,0,0,0,0,0,1,1,2,19.6,0.0,0.0,937.95,1665.75,0
0,2,4.0,1,1,1,0,0,0,0,0,1,0,1,0,0,84.6,0.0,0.0,26.72,386.82,1
1,1,72.0,1,0,1,0,0,1,0,1,1,1,1,2,0,75.4,0.0,0.0,3035.52,8515.77,0
0,0,67.0,1,1,1,2,0,1,0,1,1,1,1,1,0,105.7,0.0,0.0,1705.82,8522.77,0
0,1,59.0,1,1,1,1,0,0,1,1,1,1,1,1,0,80.1,0.0,0.0,1195.93,5889.13,0
1,1,1.0,1,0,1,2,0,0,0,0,0,0,1,0,0,70.4,0.0,0.0,29.63,100.03,1
0,1,43.0,1,1,1,2,1,0,0,0,1,1,1,0,0,94.1,0.0,0.0,2127.64,6234.94,0
0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,2,19.45,0.0,0.0,28.73,48.18,1
0,0,4.0,1,0,1,2,0,0,0,0,0,1,0,0,0,70.4,0.0,70.0,164.48,515.48,1
0,0,11.800517248093492,1,0,1,0,1,1,1,0,0,0,1,0,2,65.0,0.0,0.0,57.15,720.2,1
1,1,30.0,1,0,1,2,0,1,0,0,0,0,0,0,0,82.05,0.0,120.0,185.7,2875.9,0
0,1,13.0,1,0,0,0,0,0,0,0,0,0,1,0,1,19.45,0.0,0.0,601.9,834.0,0
1,2,30.0,1,0,0,0,0,0,0,0,0,0,1,2,1,19.05,0.0,0.0,341.4,978.95,0
